frame	verdict
nbacourt_0613_frame_0003_png.rf.5ef6c5	lineup
nbacourt_1003_frame_0005_png.rf.410350	lineup
nbacourt_1025_frame_0005_png.rf.5fb9d6	lineup
nbacourt_1553_frame_0008_png.rf.824782	lineup
nbacourt_1374_frame_0007_png.rf.3823cd	lineup
nbacourt_1922_frame_0019_png.rf.27bd88	lineup
nbacourt_2189_frame_0002_png.rf.773e07	lineup
nbacourt_1547_frame_0008_png.rf.71e9b8	no_lineup
nbacourt_0195_frame_0001_png.rf.492979	no_lineup
nbacourt_1295_frame_0006_png.rf.d050aa	lineup
nbacourt_1595_frame_0008_png.rf.e91896	lineup
nbacourt_1620_frame_0009_png.rf.35fd02	lineup
nbacourt_0705_frame_0003_png.rf.c85590	lineup
nbacourt_1299_frame_0006_png.rf.d24e5c	lineup
nbacourt_0320_frame_0001_png.rf.fa6485	lineup
nbacourt_0333_frame_0002_png.rf.07b3bd	lineup
nbacourt_0621_frame_0003_png.rf.682e8e	lineup
nbacourt_0871_frame_0004_png.rf.95fe9f	lineup
nbacourt_1258_frame_0006_png.rf.8b6c4e	lineup
nbacourt_2115_frame_0007_png.rf.edc11b	lineup
nbacourt_2171_frame_0000_png.rf.67a95c	lineup
nbacourt_1984_frame_0000_png.rf.909032	lineup
nbacourt_1688_frame_0009_png.rf.f06b37	lineup
nbacourt_1010_frame_0005_png.rf.487d81	lineup
nbacourt_2090_frame_0006_png.rf.b7eb38	lineup
nbacourt_0689_frame_0003_png.rf.bcfa31	lineup
nbacourt_0063_frame_0000_png.rf.797712	lineup
nbacourt_1439_frame_0007_png.rf.ab8b36	no_lineup
nbacourt_1762_frame_0011_png.rf.4686fa	lineup
nbacourt_0762_frame_0004_png.rf.16dfa2	lineup
nbacourt_1274_frame_0006_png.rf.ad9ce3	lineup
nbacourt_1078_frame_0005_png.rf.a4d84a	lineup
nbacourt_1477_frame_0007_png.rf.edd2b5	lineup
nbacourt_1008_frame_0005_png.rf.461a0a	lineup
nbacourt_1201_frame_0006_png.rf.3293d7	lineup
nbacourt_1225_frame_0006_png.rf.4fd971	lineup
nbacourt_1484_frame_0007_png.rf.f7d29d	lineup
nbacourt_0470_frame_0002_png.rf.b3bff8	lineup
nbacourt_0884_frame_0004_png.rf.a92f57	lineup
nbacourt_1022_frame_0005_png.rf.5a6743	lineup
nbacourt_1319_frame_0006_png.rf.e8a7f6	lineup
nbacourt_2036_frame_0003_png.rf.d46a6c	lineup
nbacourt_0704_frame_0003_png.rf.c7d636	lineup
nbacourt_0425_frame_0002_png.rf.85b17d	lineup
nbacourt_0493_frame_0002_png.rf.cfccb2	lineup
nbacourt_0842_frame_0004_png.rf.72a206	lineup
nbacourt_0893_frame_0004_png.rf.aeb665	lineup
nbacourt_0918_frame_0004_png.rf.d81b43	lineup
nbacourt_1265_frame_0006_png.rf.9adefa	lineup
nbacourt_0417_frame_0002_png.rf.750ffb	lineup
nbacourt_0448_frame_0002_png.rf.9b11a9	lineup
nbacourt_0952_frame_0005_png.rf.021cbd	lineup
nbacourt_0303_frame_0001_png.rf.e06f72	lineup
nbacourt_0913_frame_0004_png.rf.caf6fa	lineup
nbacourt_1243_frame_0006_png.rf.75baa7	lineup
nbacourt_0188_frame_0001_png.rf.410dcd	lineup
nbacourt_0938_frame_0004_png.rf.f26274	lineup
nbacourt_1216_frame_0006_png.rf.464072	lineup
nbacourt_1328_frame_0006_png.rf.f42588	lineup
nbacourt_1673_frame_0009_png.rf.c27f3e	lineup
nbacourt_1454_frame_0007_png.rf.c25f0a	lineup
nbacourt_1683_frame_0009_png.rf.e5f602	lineup
nbacourt_1311_frame_0006_png.rf.dd4d77	lineup
nbacourt_1351_frame_0007_png.rf.120938	lineup
nbacourt_1955_frame_0025_png.rf.e5bc1a	lineup
nbacourt_2055_frame_0004_png.rf.c1a926	lineup
nbacourt_0312_frame_0001_png.rf.edea81	lineup
nbacourt_0323_frame_0001_png.rf.fc11e1	lineup
nbacourt_0994_frame_0005_png.rf.2e73cd	lineup
nbacourt_0263_frame_0001_png.rf.a8ffb7	lineup
nbacourt_0254_frame_0001_png.rf.99f545	lineup
nbacourt_0575_frame_0003_png.rf.367d7b	lineup
nbacourt_1247_frame_0006_png.rf.8122c2	lineup
nbacourt_1341_frame_0007_png.rf.090380	lineup
nbacourt_2050_frame_0004_png.rf.9763b4	lineup
nbacourt_2258_frame_0022_png.rf.269f0e	lineup
nbacourt_1356_frame_0007_png.rf.1ae7a8	lineup
nbacourt_0538_frame_0003_png.rf.04c724	lineup
nbacourt_0932_frame_0004_png.rf.eb4ad6	lineup
nbacourt_1552_frame_0008_png.rf.7ee4ec	lineup
nbacourt_0358_frame_0002_png.rf.2e859e	lineup
nbacourt_0843_frame_0004_png.rf.73ad50	lineup
nbacourt_1222_frame_0006_png.rf.4bb926	lineup
nbacourt_2240_frame_0010_png.rf.18951d	lineup
nbacourt_0155_frame_0001_png.rf.0f21c1	lineup
nbacourt_0597_frame_0003_png.rf.4c88f1	lineup
nbacourt_0971_frame_0005_png.rf.13c8c7	lineup
nbacourt_1202_frame_0006_png.rf.35f2d0	lineup
nbacourt_1514_frame_0008_png.rf.2a1272	no_lineup
nbacourt_1726_frame_0010_png.rf.91e35d	lineup
nbacourt_1766_frame_0011_png.rf.59163e	lineup
nbacourt_1932_frame_0020_png.rf.51e6d5	no_lineup
nbacourt_2245_frame_0010_png.rf.e0d4c3	lineup
nbacourt_1937_frame_0020_png.rf.891585	lineup
nbacourt_2239_frame_0009_png.rf.e778ec	no_lineup
nbacourt_2120_frame_0008_png.rf.923fd0	lineup
nbacourt_0567_frame_0003_png.rf.2d91b0	lineup
nbacourt_2224_frame_0006_png.rf.bc0b03	lineup
nbacourt_0989_frame_0005_png.rf.276b52	lineup
nbacourt_1204_frame_0006_png.rf.369aff	lineup
nbacourt_0193_frame_0001_png.rf.45b7ea	lineup
nbacourt_1423_frame_0007_png.rf.9b33d9	no_lineup
nbacourt_1962_frame_0029_png.rf.8e1a88	lineup
nbacourt_0748_frame_0004_png.rf.06fb05	lineup
nbacourt_0737_frame_0003_png.rf.f78390	lineup
nbacourt_1104_frame_0005_png.rf.b8e372	lineup
nbacourt_1496_frame_0008_png.rf.0b5b73	lineup
nbacourt_1773_frame_0011_png.rf.770271	lineup
nbacourt_1938_frame_0020_png.rf.a54b9b	lineup
nbacourt_2169_frame_0000_png.rf.0aa399	lineup
nbacourt_0763_frame_0004_png.rf.177304	lineup
nbacourt_1061_frame_0005_png.rf.87f1a8	lineup
nbacourt_1786_frame_0011_png.rf.b63a2c	lineup
nbacourt_1510_frame_0008_png.rf.208c06	lineup
nbacourt_0548_frame_0003_png.rf.118d6a	lineup
nbacourt_0919_frame_0004_png.rf.d8d135	lineup
nbacourt_1230_frame_0006_png.rf.5dda02	lineup
nbacourt_2080_frame_0006_png.rf.5cbcea	lineup
nbacourt_2165_frame_0021_png.rf.8a94d8	lineup
nbacourt_0883_frame_0004_png.rf.a89714	lineup
nbacourt_2153_frame_0013_png.rf.48bd89	lineup
nbacourt_0287_frame_0001_png.rf.bde390	lineup
nbacourt_0557_frame_0003_png.rf.1da094	lineup
nbacourt_0818_frame_0004_png.rf.5b4a49	lineup
nbacourt_1251_frame_0006_png.rf.833119	lineup
nbacourt_1282_frame_0006_png.rf.b7ac5a	lineup
nbacourt_2150_frame_0012_png.rf.d1bd25	lineup
nbacourt_0294_frame_0001_png.rf.cfd8d8	lineup
nbacourt_2135_frame_0009_png.rf.eeb6a2	lineup
nbacourt_0208_frame_0001_png.rf.58b4c4	no_lineup
nbacourt_0178_frame_0001_png.rf.37eee1	lineup
nbacourt_1086_frame_0005_png.rf.aa2b57	lineup
nbacourt_1125_frame_0005_png.rf.cd1939	lineup
nbacourt_1735_frame_0010_png.rf.abe30d	lineup
nbacourt_2162_frame_0016_png.rf.103794	lineup
nbacourt_0014_frame_0000_png.rf.1e07f8	lineup
nbacourt_0516_frame_0002_png.rf.e96aa8	lineup
nbacourt_0753_frame_0004_png.rf.0c4f88	no_lineup
nbacourt_0786_frame_0004_png.rf.2f9775	lineup
nbacourt_0915_frame_0004_png.rf.d3cd7a	lineup
nbacourt_1806_frame_0012_png.rf.26f975	lineup
nbacourt_1928_frame_0019_png.rf.b05908	no_lineup
nbacourt_0716_frame_0003_png.rf.d4fbb0	lineup
nbacourt_1194_frame_0006_png.rf.20afa7	lineup
nbacourt_2232_frame_0007_png.rf.f9e0b6	lineup
nbacourt_0564_frame_0003_png.rf.2662a0	lineup
nbacourt_0866_frame_0004_png.rf.8d66e0	lineup
nbacourt_1253_frame_0006_png.rf.85b5c3	lineup
nbacourt_1280_frame_0006_png.rf.b70486	lineup
nbacourt_1330_frame_0006_png.rf.f94f5c	lineup
nbacourt_2048_frame_0004_png.rf.8d7a36	lineup
nbacourt_2212_frame_0005_png.rf.12541d	lineup
nbacourt_0887_frame_0004_png.rf.aa8e7a	lineup
nbacourt_0329_frame_0002_png.rf.0163d6	lineup
nbacourt_0690_frame_0003_png.rf.be6cb8	lineup
nbacourt_0815_frame_0004_png.rf.577988	lineup
nbacourt_0870_frame_0004_png.rf.92b4c5	lineup
nbacourt_1154_frame_0005_png.rf.eda80b	no_lineup
nbacourt_1188_frame_0006_png.rf.19787e	lineup
nbacourt_1306_frame_0006_png.rf.d704bd	lineup
nbacourt_2138_frame_0010_png.rf.630f3a	lineup
nbacourt_1954_frame_0025_png.rf.d05135	lineup
nbacourt_1986_frame_0000_png.rf.a09a25	lineup
nbacourt_0714_frame_0003_png.rf.d2a10d	lineup
nbacourt_0442_frame_0002_png.rf.90db36	lineup
nbacourt_0514_frame_0002_png.rf.e73ecf	lineup
nbacourt_0909_frame_0004_png.rf.c7fc74	lineup
nbacourt_1006_frame_0005_png.rf.449c56	lineup
nbacourt_1176_frame_0006_png.rf.00e6fa	lineup
nbacourt_0025_frame_0000_png.rf.2ad52f	lineup
nbacourt_0002_frame_0000_png.rf.0728a6	lineup
nbacourt_1263_frame_0006_png.rf.978ff8	lineup
nbacourt_1440_frame_0007_png.rf.ac61b4	no_lineup
nbacourt_1518_frame_0008_png.rf.3039c3	lineup
nbacourt_0251_frame_0001_png.rf.9736f8	lineup
nbacourt_0461_frame_0002_png.rf.acc81a	lineup
nbacourt_0636_frame_0003_png.rf.752c7d	lineup
nbacourt_0855_frame_0004_png.rf.7ef791	lineup
nbacourt_1209_frame_0006_png.rf.40ac15	lineup
nbacourt_1236_frame_0006_png.rf.65a3b6	lineup
nbacourt_1360_frame_0007_png.rf.235964	no_lineup
nbacourt_1506_frame_0008_png.rf.1a013d	lineup
nbacourt_1891_frame_0016_png.rf.9f42f7	lineup
nbacourt_0963_frame_0005_png.rf.0d92a9	lineup
nbacourt_1907_frame_0017_png.rf.f66382	lineup
nbacourt_0047_frame_0000_png.rf.572ab5	lineup
nbacourt_0672_frame_0003_png.rf.a86327	lineup
nbacourt_1810_frame_0012_png.rf.6ca039	lineup
nbacourt_0642_frame_0003_png.rf.7fd7c0	lineup
nbacourt_1887_frame_0016_png.rf.4d77fd	lineup
nbacourt_2226_frame_0006_png.rf.ed8644	lineup
nbacourt_0219_frame_0001_png.rf.663397	no_lineup
nbacourt_1227_frame_0006_png.rf.522e30	no_lineup
nbacourt_1884_frame_0016_png.rf.04822e	no_lineup
nbacourt_2111_frame_0007_png.rf.85b7df	lineup
nbacourt_0076_frame_0000_png.rf.90e088	lineup
nbacourt_2219_frame_0006_png.rf.0942c7	lineup
nbacourt_0692_frame_0003_png.rf.c0bf7d	lineup
nbacourt_1524_frame_0008_png.rf.408818	lineup
nbacourt_2035_frame_0003_png.rf.ced3f5	lineup
nbacourt_1313_frame_0006_png.rf.e14a24	lineup
nbacourt_0346_frame_0002_png.rf.12388f	no_lineup
nbacourt_0615_frame_0003_png.rf.60f78d	no_lineup
nbacourt_1337_frame_0007_png.rf.019a77	lineup
nbacourt_1533_frame_0008_png.rf.527a74	lineup
nbacourt_1902_frame_0017_png.rf.85c8c1	no_lineup
nbacourt_1180_frame_0006_png.rf.0468be	lineup
nbacourt_1234_frame_0006_png.rf.61669a	lineup
nbacourt_1371_frame_0007_png.rf.33c68f	lineup
nbacourt_1511_frame_0008_png.rf.225c89	lineup
nbacourt_0040_frame_0000_png.rf.44195c	lineup
nbacourt_1361_frame_0007_png.rf.23eca5	no_lineup
nbacourt_1376_frame_0007_png.rf.38c40d	lineup
nbacourt_1721_frame_0010_png.rf.7b85f0	lineup
nbacourt_1804_frame_0012_png.rf.1f5dc5	lineup
nbacourt_2010_frame_0002_png.rf.735c39	no_lineup
nbacourt_1281_frame_0006_png.rf.b7a2ee	no_lineup
nbacourt_1571_frame_0008_png.rf.b831f5	no_lineup
nbacourt_1071_frame_0005_png.rf.960328	lineup
nbacourt_1491_frame_0008_png.rf.00b069	lineup
nbacourt_0795_frame_0004_png.rf.425c04	lineup
nbacourt_0384_frame_0002_png.rf.4bed94	lineup
nbacourt_1168_frame_0005_png.rf.fda310	no_lineup
nbacourt_1888_frame_0016_png.rf.627af0	lineup
nbacourt_0159_frame_0001_png.rf.177d5f	lineup
nbacourt_0950_frame_0005_png.rf.01d465	lineup
nbacourt_2097_frame_0006_png.rf.e826f9	lineup
nbacourt_2112_frame_0007_png.rf.d10ec6	lineup
nbacourt_1761_frame_0011_png.rf.2acf31	lineup
nbacourt_0009_frame_0000_png.rf.14c3b0	lineup
nbacourt_0319_frame_0001_png.rf.f99af4	lineup
nbacourt_0635_frame_0003_png.rf.728424	lineup
nbacourt_0881_frame_0004_png.rf.a5b9fb	lineup
nbacourt_0978_frame_0005_png.rf.1d8e47	lineup
nbacourt_1026_frame_0005_png.rf.6118b3	lineup
nbacourt_1029_frame_0005_png.rf.63b7e0	lineup
nbacourt_1103_frame_0005_png.rf.b88412	lineup
nbacourt_1414_frame_0007_png.rf.80b78b	lineup
nbacourt_1541_frame_0008_png.rf.64ccec	lineup
nbacourt_0744_frame_0004_png.rf.01b548	no_lineup
nbacourt_0134_frame_0000_png.rf.f92972	lineup
nbacourt_1934_frame_0020_png.rf.55621c	no_lineup
nbacourt_1331_frame_0006_png.rf.f9fc9a	lineup
nbacourt_1515_frame_0008_png.rf.2aed71	no_lineup
nbacourt_1175_frame_0005_png.rf.ff86fe	lineup
nbacourt_1629_frame_0009_png.rf.485931	lineup
nbacourt_1657_frame_0009_png.rf.9296c8	lineup
nbacourt_0065_frame_0000_png.rf.7bd5a5	lineup
nbacourt_1944_frame_0023_png.rf.04141f	lineup
nbacourt_0947_frame_0004_png.rf.ffda48	lineup
nbacourt_1160_frame_0005_png.rf.f44733	lineup
nbacourt_1720_frame_0010_png.rf.71f6c7	lineup
nbacourt_1487_frame_0007_png.rf.fa60a5	lineup
nbacourt_0114_frame_0000_png.rf.d643a7	no_lineup
nbacourt_0569_frame_0003_png.rf.2f366a	no_lineup
nbacourt_1113_frame_0005_png.rf.c070e4	lineup
nbacourt_1300_frame_0006_png.rf.d25d50	lineup
nbacourt_1912_frame_0018_png.rf.4c5acc	lineup
nbacourt_2082_frame_0006_png.rf.80a599	lineup
nbacourt_0902_frame_0004_png.rf.bc767b	lineup
nbacourt_2167_frame_0024_png.rf.f46861	lineup
nbacourt_0233_frame_0001_png.rf.794eef	lineup
nbacourt_0970_frame_0005_png.rf.1251f7	no_lineup
nbacourt_1035_frame_0005_png.rf.6c98a0	lineup
nbacourt_1119_frame_0005_png.rf.c920ac	lineup
nbacourt_1199_frame_0006_png.rf.300a2f	lineup
nbacourt_1297_frame_0006_png.rf.d1bb5a	lineup
nbacourt_1354_frame_0007_png.rf.16b6ec	lineup
nbacourt_1379_frame_0007_png.rf.3a426f	lineup
nbacourt_1549_frame_0008_png.rf.7577ea	lineup
nbacourt_1551_frame_0008_png.rf.7e221b	lineup
nbacourt_0974_frame_0005_png.rf.176404	lineup
nbacourt_0209_frame_0001_png.rf.58bb3a	lineup
nbacourt_0368_frame_0002_png.rf.3aa198	no_lineup
nbacourt_0427_frame_0002_png.rf.860913	lineup
nbacourt_0754_frame_0004_png.rf.10e1f8	lineup
nbacourt_0894_frame_0004_png.rf.afc7d4	lineup
nbacourt_0972_frame_0005_png.rf.160c63	lineup
nbacourt_1066_frame_0005_png.rf.8d0c24	lineup
nbacourt_1413_frame_0007_png.rf.7ce1be	lineup
nbacourt_1415_frame_0007_png.rf.863154	lineup
nbacourt_1537_frame_0008_png.rf.5ccebc	lineup
nbacourt_1588_frame_0008_png.rf.dadc67	lineup
nbacourt_1730_frame_0010_png.rf.9c1424	lineup
nbacourt_2002_frame_0001_png.rf.c22e52	no_lineup
nbacourt_2021_frame_0003_png.rf.11e960	lineup
nbacourt_1977_frame_0036_png.rf.159ae8	lineup
nbacourt_2184_frame_0001_png.rf.f7b3f5	no_lineup
nbacourt_1475_frame_0007_png.rf.eb5f57	lineup
nbacourt_0326_frame_0001_png.rf.ff3705	lineup
nbacourt_0973_frame_0005_png.rf.166d98	lineup
nbacourt_0578_frame_0003_png.rf.387763	lineup
nbacourt_1564_frame_0008_png.rf.a50735	lineup
nbacourt_0299_frame_0001_png.rf.d8f0f2	lineup
nbacourt_1142_frame_0005_png.rf.e5e109	lineup
nbacourt_1472_frame_0007_png.rf.e8c3dd	lineup
nbacourt_0151_frame_0001_png.rf.0cdea2	lineup
nbacourt_0900_frame_0004_png.rf.b8bbf7	lineup
nbacourt_1211_frame_0006_png.rf.444597	lineup
nbacourt_0571_frame_0003_png.rf.3116ba	lineup
nbacourt_0617_frame_0003_png.rf.62b951	lineup
nbacourt_0669_frame_0003_png.rf.a5b02d	no_lineup
nbacourt_0772_frame_0004_png.rf.21840e	lineup
nbacourt_0882_frame_0004_png.rf.a7e78c	lineup
nbacourt_0988_frame_0005_png.rf.25ee3e	lineup
nbacourt_1052_frame_0005_png.rf.7edb1b	lineup
nbacourt_0098_frame_0000_png.rf.b90323	no_lineup
nbacourt_0849_frame_0004_png.rf.7908c9	lineup
nbacourt_1864_frame_0014_png.rf.457ac2	no_lineup
nbacourt_1592_frame_0008_png.rf.e09f17	no_lineup
nbacourt_0634_frame_0003_png.rf.7236eb	lineup
nbacourt_1343_frame_0007_png.rf.093555	lineup
nbacourt_1543_frame_0008_png.rf.6c0bc7	lineup
nbacourt_0934_frame_0004_png.rf.ec670c	no_lineup
nbacourt_0282_frame_0001_png.rf.b787b2	lineup
nbacourt_0337_frame_0002_png.rf.0aae8d	lineup
nbacourt_1400_frame_0007_png.rf.5c43ea	no_lineup
nbacourt_1490_frame_0007_png.rf.ff9f3e	lineup
nbacourt_1542_frame_0008_png.rf.6b9db4	no_lineup
nbacourt_2128_frame_0009_png.rf.796898	lineup
nbacourt_2233_frame_0008_png.rf.3da4cb	no_lineup
nbacourt_0093_frame_0000_png.rf.b38c93	lineup
nbacourt_0586_frame_0003_png.rf.413c64	lineup
nbacourt_1370_frame_0007_png.rf.32a49e	lineup
nbacourt_2109_frame_0007_png.rf.7b4c7a	lineup
nbacourt_0145_frame_0001_png.rf.044068	no_lineup
nbacourt_2100_frame_0007_png.rf.04ed21	lineup
nbacourt_0363_frame_0002_png.rf.34fb11	lineup
nbacourt_1018_frame_0005_png.rf.4e7397	lineup
nbacourt_1406_frame_0007_png.rf.72d504	lineup
nbacourt_0622_frame_0003_png.rf.68302d	lineup
nbacourt_0314_frame_0001_png.rf.f1a946	lineup
nbacourt_1021_frame_0005_png.rf.59c818	lineup
nbacourt_1908_frame_0018_png.rf.160eda	no_lineup
nbacourt_0359_frame_0002_png.rf.2fed03	lineup
nbacourt_0854_frame_0004_png.rf.7edf85	lineup
nbacourt_0928_frame_0004_png.rf.e6d570	lineup
nbacourt_0946_frame_0004_png.rf.fc8072	lineup
nbacourt_1156_frame_0005_png.rf.f0e704	lineup
nbacourt_1198_frame_0006_png.rf.2cb0cf	lineup
nbacourt_1577_frame_0008_png.rf.c237eb	lineup
nbacourt_1802_frame_0012_png.rf.113ec1	lineup
nbacourt_1828_frame_0012_png.rf.f96ea7	no_lineup
nbacourt_1918_frame_0018_png.rf.ef6e92	lineup
nbacourt_0046_frame_0000_png.rf.56eba2	lineup
nbacourt_0405_frame_0002_png.rf.675ff4	lineup
nbacourt_1640_frame_0009_png.rf.7195cb	lineup
nbacourt_1978_frame_0036_png.rf.be8ec8	lineup
nbacourt_0152_frame_0001_png.rf.0cfe0d	lineup
nbacourt_1727_frame_0010_png.rf.94223a	lineup
nbacourt_2229_frame_0007_png.rf.6a69f6	no_lineup
nbacourt_0214_frame_0001_png.rf.5ed64b	lineup
nbacourt_1872_frame_0014_png.rf.a195a9	no_lineup
nbacourt_2068_frame_0005_png.rf.9ab20e	lineup
nbacourt_0823_frame_0004_png.rf.5ce73c	lineup
nbacourt_0796_frame_0004_png.rf.4472cc	lineup
nbacourt_0817_frame_0004_png.rf.5a2237	lineup
nbacourt_1182_frame_0006_png.rf.0876ea	lineup
nbacourt_1326_frame_0006_png.rf.f2ad5e	lineup
nbacourt_1813_frame_0012_png.rf.78c2f9	lineup
nbacourt_1917_frame_0018_png.rf.dab0ef	no_lineup
nbacourt_2131_frame_0009_png.rf.9dd74f	lineup
nbacourt_0364_frame_0002_png.rf.3632bc	lineup
nbacourt_0590_frame_0003_png.rf.447152	lineup
nbacourt_1429_frame_0007_png.rf.9f08a0	lineup
nbacourt_1544_frame_0008_png.rf.6d63aa	lineup
nbacourt_1606_frame_0009_png.rf.06fd6c	lineup
nbacourt_1914_frame_0018_png.rf.7fed67	lineup
nbacourt_1967_frame_0030_png.rf.ed3eb7	lineup
nbacourt_2029_frame_0003_png.rf.572950	no_lineup
nbacourt_2034_frame_0003_png.rf.c78856	lineup
nbacourt_0651_frame_0003_png.rf.91d730	lineup
nbacourt_1244_frame_0006_png.rf.7d1021	lineup
nbacourt_0623_frame_0003_png.rf.68d6a7	lineup
nbacourt_1412_frame_0007_png.rf.7cc539	lineup
nbacourt_1921_frame_0019_png.rf.0be75c	lineup
nbacourt_2011_frame_0002_png.rf.762091	lineup
nbacourt_0657_frame_0003_png.rf.968ffa	lineup
nbacourt_0834_frame_0004_png.rf.6bb0be	lineup
nbacourt_1189_frame_0006_png.rf.19d465	lineup
nbacourt_1307_frame_0006_png.rf.d732b1	lineup
nbacourt_1453_frame_0007_png.rf.c0e45b	lineup
nbacourt_1711_frame_0010_png.rf.5f94c7	lineup
nbacourt_1845_frame_0013_png.rf.8f42e7	lineup
nbacourt_2030_frame_0003_png.rf.834c3e	lineup
nbacourt_2204_frame_0004_png.rf.24b483	lineup
nbacourt_2223_frame_0006_png.rf.995354	no_lineup
nbacourt_1283_frame_0006_png.rf.b7d28e	lineup
nbacourt_0637_frame_0003_png.rf.777669	no_lineup
nbacourt_0675_frame_0003_png.rf.ad75a9	lineup
nbacourt_1093_frame_0005_png.rf.b0e76a	lineup
nbacourt_1121_frame_0005_png.rf.cac9fd	no_lineup
nbacourt_1465_frame_0007_png.rf.daf386	lineup
nbacourt_1481_frame_0007_png.rf.f3a507	lineup
nbacourt_1945_frame_0023_png.rf.2d47b9	lineup
nbacourt_1965_frame_0030_png.rf.c2e9aa	lineup
nbacourt_1997_frame_0001_png.rf.8cdfad	no_lineup
nbacourt_0222_frame_0001_png.rf.6ba500	lineup
nbacourt_0945_frame_0004_png.rf.fb14dc	no_lineup
nbacourt_1039_frame_0005_png.rf.7047cc	lineup
nbacourt_0940_frame_0004_png.rf.f3e461	lineup
nbacourt_1040_frame_0005_png.rf.705a1e	lineup
nbacourt_1089_frame_0005_png.rf.adb5ba	lineup
nbacourt_0021_frame_0000_png.rf.230b31	lineup
nbacourt_0601_frame_0003_png.rf.55bf7b	lineup
nbacourt_0944_frame_0004_png.rf.f8da3e	lineup
nbacourt_0981_frame_0005_png.rf.203893	lineup
nbacourt_1409_frame_0007_png.rf.7a2d1a	lineup
nbacourt_1456_frame_0007_png.rf.c8be8c	lineup
nbacourt_2152_frame_0012_png.rf.fadb42	lineup
nbacourt_0506_frame_0002_png.rf.e02054	lineup
nbacourt_1943_frame_0021_png.rf.fbe460	lineup
nbacourt_0401_frame_0002_png.rf.5df3cd	lineup
nbacourt_1357_frame_0007_png.rf.1ba7c0	lineup
nbacourt_1364_frame_0007_png.rf.294954	lineup
nbacourt_1123_frame_0005_png.rf.cb63f1	lineup
nbacourt_2202_frame_0004_png.rf.0cd5ac	lineup
nbacourt_0079_frame_0000_png.rf.990f1e	lineup
nbacourt_0375_frame_0002_png.rf.42e605	no_lineup
nbacourt_0979_frame_0005_png.rf.1e2c98	lineup
nbacourt_1291_frame_0006_png.rf.c6855c	lineup
nbacourt_0668_frame_0003_png.rf.a4263e	no_lineup
nbacourt_0034_frame_0000_png.rf.38e137	lineup
nbacourt_1662_frame_0009_png.rf.a820bd	lineup
nbacourt_0676_frame_0003_png.rf.ae2bba	lineup
nbacourt_1467_frame_0007_png.rf.e21869	lineup
nbacourt_1550_frame_0008_png.rf.75e953	lineup
nbacourt_1963_frame_0029_png.rf.ddb41a	lineup
nbacourt_1278_frame_0006_png.rf.b5f243	lineup
nbacourt_1134_frame_0005_png.rf.d8fae1	lineup
nbacourt_1599_frame_0008_png.rf.fb6d1f	no_lineup
nbacourt_0832_frame_0004_png.rf.6a019b	lineup
nbacourt_1254_frame_0006_png.rf.85d497	no_lineup
nbacourt_0259_frame_0001_png.rf.a4174a	no_lineup
nbacourt_1000_frame_0005_png.rf.36121b	lineup
nbacourt_1084_frame_0005_png.rf.a8fd64	lineup
nbacourt_1789_frame_0011_png.rf.c2ad41	no_lineup
nbacourt_1799_frame_0011_png.rf.fde631	lineup
nbacourt_1812_frame_0012_png.rf.74dd34	lineup
nbacourt_2016_frame_0002_png.rf.a6a8c1	no_lineup
nbacourt_0725_frame_0003_png.rf.dda7b7	lineup
nbacourt_1390_frame_0007_png.rf.489d61	lineup
nbacourt_0140_frame_0000_png.rf.ff5506	lineup
nbacourt_0042_frame_0000_png.rf.4aff0f	lineup
nbacourt_0550_frame_0003_png.rf.12946d	lineup
nbacourt_0867_frame_0004_png.rf.8f47e0	lineup
nbacourt_0904_frame_0004_png.rf.c336b0	lineup
nbacourt_1314_frame_0006_png.rf.e1cc4a	lineup
nbacourt_1355_frame_0007_png.rf.18f252	lineup
nbacourt_1396_frame_0007_png.rf.56f8d7	lineup
nbacourt_1474_frame_0007_png.rf.e9d502	lineup
nbacourt_1289_frame_0006_png.rf.c5b546	lineup
nbacourt_2052_frame_0004_png.rf.a63d4a	no_lineup
nbacourt_1714_frame_0010_png.rf.648b17	no_lineup
nbacourt_0411_frame_0002_png.rf.6e9154	no_lineup
nbacourt_0451_frame_0002_png.rf.9ff731	no_lineup
nbacourt_0892_frame_0004_png.rf.ae5f2a	lineup
nbacourt_1009_frame_0005_png.rf.484cbd	lineup
nbacourt_1435_frame_0007_png.rf.a8c635	lineup
nbacourt_2040_frame_0003_png.rf.fef9f5	no_lineup
nbacourt_2072_frame_0005_png.rf.d51900	lineup
nbacourt_1931_frame_0019_png.rf.e7e4b9	no_lineup
nbacourt_1979_frame_0036_png.rf.ff6d71	no_lineup
nbacourt_0848_frame_0004_png.rf.78d2b5	no_lineup
nbacourt_0982_frame_0005_png.rf.207286	lineup
nbacourt_1367_frame_0007_png.rf.2a8b03	lineup
nbacourt_0967_frame_0005_png.rf.10bc92	lineup
nbacourt_1583_frame_0008_png.rf.cd4184	lineup
nbacourt_1235_frame_0006_png.rf.653354	lineup
nbacourt_1294_frame_0006_png.rf.cc778e	no_lineup
nbacourt_0888_frame_0004_png.rf.ab6498	lineup
nbacourt_1589_frame_0008_png.rf.dbcbd6	no_lineup
nbacourt_1062_frame_0005_png.rf.8955f4	lineup
nbacourt_0711_frame_0003_png.rf.cf839c	lineup
nbacourt_0109_frame_0000_png.rf.cb902a	lineup
